,,BusStopCode,RoadName,Description,Latitude,Longitude,UpDown,LeftRight,HDB_Bus_Distance,Postal
78774,419,46861,Woodlands Ring Rd,Opp Blk 624B,1.435155786,103.7999834,-5,15,42.68650851,732624
,420,46869,Woodlands Ring Rd,Blk 628A,1.435076718,103.8005455,-5,15,74.70840447,732624
67468,252,66361,S'goon Ave 2,Blk 319,1.352585018,103.8682485,9,-2,162.8032022,550242
88896,406,67561,Sengkang West Way,Opp Blk 432A,1.395458285,103.876977,10,7,108.0022265,793469
,407,67569,Sengkang West Way,Blk 432A,1.395049992,103.877,10,7,148.9220981,793469
68226,58,44261,Bt Panjang Rd,Blk 270,1.376082222,103.7742778,-10,3,158.6699541,670276
,59,44269,Bt Panjang Rd,Blk 223,1.375778333,103.774225,-10,3,171.0311963,670276
16729,178,17151,C'wealth Ave West,Blk 410,1.311695194,103.7696099,-11,-10,117.9734178,120362
,179,17159,C'wealth Ave West,Blk 365,1.311975556,103.7698144,-11,-10,82.8726091,120362
7762,141,65341,Punggol Field,Opp Blk 272C,1.40194695,103.900923,15,8,54.59807308,823273
,142,65349,Punggol Field,Blk 272C,1.402220886,103.9007796,15,8,54.35696724,823273
66130,131,44661,Jelapang Rd,Blk 532,1.384475172,103.7649959,-12,5,166.2155792,670529
,132,44669,Jelapang Rd,Opp Blk 532,1.384285766,103.7648975,-12,5,184.4440384,670529
,140,44721,Bt Panjang Ring Rd,Opp Jelapang Stn,1.386791083,103.764919,-12,5,102.1531987,670529
,151,44821,Senja Link,Blk 651,1.386376111,103.7633844,-12,5,145.4113406,670529
,152,44829,Senja Link,Opp Blk 650,1.386714167,103.7630575,-12,5,193.7618987,670529
69986,88,83341,Lengkong Tiga,Blk 102,1.325399682,103.911098,17,-7,52.80820044,410102
87980,105,65141,Punggol Way,Aft Soo Teck Stn,1.404548056,103.8971639,14,9,154.7285398,821258
,106,65149,Punggol Way,Bef Soo Teck Stn,1.404440466,103.8969248,14,9,125.9978505,821258
,166,65491,Sumang Walk,Opp Blk 259 CP,1.404563202,103.8949605,14,9,142.1314589,821258
,167,65499,Sumang Walk,Blk 259 CP,1.404551428,103.8949706,14,9,140.4453124,821258
,178,65571,Punggol Field,BLK 218,1.403478611,103.895535,14,9,61.61718052,821258
,179,65579,Punggol Field,BLK 258A,1.403556111,103.8960314,14,9,27.41950687,821258
70544,129,65271,Punggol Ctrl,Opp Blk 188,1.400166,103.910274,17,8,35.6191406,822622
,130,65279,Punggol Ctrl,Bet Blks 187/188,1.399297261,103.911034,17,8,128.3923196,822622
77900,419,46861,Woodlands Ring Rd,Opp Blk 624B,1.435155786,103.7999834,-5,15,134.0536688,732628
,420,46869,Woodlands Ring Rd,Blk 628A,1.435076718,103.8005455,-5,15,105.6396133,732628
,482,47551,Woodlands Ave 6,Blk 630,1.434726238,103.8018876,-5,15,155.8864306,732628
,483,47559,Woodlands Ave 6,Opp Blk 630,1.434612545,103.8020456,-5,15,167.4518712,732628
3079,170,17111,Clementi Rd,Blk 343,1.317798098,103.7712464,-11,-9,161.3358165,120346
,191,17229,Clementi Ave 5,Blk 335,1.317284025,103.7682421,-11,-9,191.771375,120346
70341,86,72011,Jln Eunos,Blk 322,1.328165,103.9054836,16,-7,190.9459114,400325
5200,327,60139,Bendemeer Rd,Blk 44,1.322048616,103.8662898,8,-8,116.8876308,333038
66723,15,22251,Jurong West St 62,Blk 665A,1.340733333,103.7026567,-24,-4,198.8544495,644664
59102,147,84311,Bedok Nth Rd,Blk 521,1.330067,103.927858,21,-6,128.6191955,460426
,148,84319,Bedok Nth Rd,Blk 428,1.329805645,103.9277152,21,-6,141.0312343,460426
,149,84321,Bedok Nth Rd,Blk 516,1.330600636,103.9297739,21,-6,124.6580493,460426
,150,84329,Bedok Nth Rd,Blk 414,1.330293232,103.9297006,21,-6,96.36909778,460426
70098,52,44231,Bt Panjang Rd,Zhenghua Pr Sch,1.379166868,103.7693349,-11,4,87.18347863,670113
,53,44239,Bt Panjang Rd,Opp Zhenghua Pr Sch,1.378461111,103.7698308,-11,4,53.05314286,670113
63746,454,21629,Kang Ching Rd,Blk 334,1.33954477,103.7227567,-20,-4,22.85599475,610334
,459,21651,Yuan Ching Rd,Opp Chinese Gdn,1.338730149,103.7240217,-20,-4,144.5749894,610334
,460,21659,Yuan Ching Rd,Chinese Gdn,1.338960105,103.7241081,-20,-4,142.115194,610334
40259,8,82033,Sims Ave,Blk 414,1.317984493,103.8982372,15,-9,64.6532674,406002
,9,82049,Changi Rd,Joo Chiat Cplx,1.316341705,103.8989162,15,-9,139.69524,406002
,34,82221,Jln Turi,Blk 3A,1.317605117,103.8990071,15,-9,40.06532519,406002
24351,409,46791,Woodlands Ave 6,Blk 722,1.445694999,103.7996335,-5,17,82.10723651,730723
,410,46799,Woodlands Ave 6,Blk 786A CP,1.445866174,103.7997085,-5,17,98.8041917,730723
,412,46809,Woodlands Ave 6,Opp W'Lands Mart,1.446496623,103.7980871,-5,17,158.5071533,730723
,413,46811,Woodlands Circle,Blk 726,1.443792373,103.7993152,-5,17,179.5863913,730723
40307,59,71111,Ubi Ave 1,Blk 343,1.326705275,103.900587,15,-7,175.3905057,400336
27915,8,82033,Sims Ave,Blk 414,1.317984493,103.8982372,15,-9,92.07707674,402003
,9,82049,Changi Rd,Joo Chiat Cplx,1.316341705,103.8989162,15,-9,128.7169422,402003
,34,82221,Jln Turi,Blk 3A,1.317605117,103.8990071,15,-9,15.66128941,402003
,35,82229,Jln Ubi,Kg Ubi CC,1.317531618,103.9005296,15,-9,179.6444567,402003
68623,51,22491,Jurong West St 64,Blk 662D,1.336702,103.705146,-24,-5,152.3086306,643662
,52,22499,Jurong West St 64,Opp Blk 662C,1.337187,103.704805,-24,-5,93.42366837,643662
,53,22501,Jurong West St 63,Blk 662A,1.337691991,103.7029713,-24,-5,118.335955,643662
,54,22509,Jurong West St 63,Blk 664C,1.337994051,103.7032349,-24,-5,103.7696062,643662
39606,90,44459,Choa Chu Kang Way,Opp South View Stn,1.380287314,103.7445456,-16,4,183.1076241,680230
,96,44489,Choa Chu Kang Ctrl,Blk 220,1.3818253,103.7453077,-16,4,184.9371604,680230
80757,155,84351,Bedok Nth St 1,Bedok Ctrl PO,1.327665624,103.9340968,22,-7,94.00678357,460217
,156,84359,Bedok Nth St 1,Opp Bedok Ctrl PO,1.327877049,103.9340762,22,-7,116.7050056,460217
76911,448,96261,Simei St 3,Blk 233,1.344049672,103.9558594,26,-3,145.1494311,520232
,449,96269,Simei St 3,Blk 146,1.344317817,103.9558876,26,-3,141.3679707,520232
86009,138,44701,Bt Panjang Ring Rd,Blk 548B,1.389271446,103.7687969,-11,6,29.80331917,672548
,139,44709,Segar Rd,Blk 547C,1.388541894,103.7684297,-11,6,98.8527301,672548
36385,162,52071,Jln Toa Payoh,Trellis Twrs,1.329914169,103.8438184,4,-6,154.5653064,310171
76051,233,76111,Tampines Ave 4,Blk 945,1.351574554,103.9402339,23,-2,84.63351005,520903
,234,76119,Tampines Ave 4,Opp Blk 945,1.351886646,103.9400903,23,-2,107.4451468,520903
23971,431,96171,Simei St 4,Bet Blks 227/228,1.342235854,103.9559271,26,-4,103.9546151,520229
,432,96179,Simei St 4,Modena Condo/Opp Blk 228,1.342661381,103.9553072,26,-4,104.1665728,520229
14236,221,59311,Yishun Ring Rd,Blk 760,1.426048437,103.8321861,1,13,192.3478684,760725
,222,59319,Yishun Ring Rd,Blk 729,1.426171667,103.8320108,1,13,168.6170598,760725
,257,59511,Yishun St 71,Yishun Sec Sch,1.42716905,103.8289521,1,13,196.550964,760725
78916,55,22511,Jurong West St 63,Blk 658C,1.337461817,103.7002967,-25,-5,106.499679,641658
,56,22519,Jurong West St 63,Blk 608,1.337733596,103.6999522,-25,-5,155.1939223,641658
65869,104,84061,New Upp Changi Rd,The Tanamera Condo,1.325847905,103.9422313,23,-7,170.2727871,461053
,105,84069,New Upp Changi Rd,Blk 55,1.325487428,103.9421902,23,-7,131.546334,461053
29922,136,65319,Punggol Dr,Oasis Stn Exit A,1.402578056,103.912445,17,8,121.1447921,823618
76611,376,67411,Sengkang East Rd,Opp Sengkang General Hosp,1.394956244,103.8943683,14,7,190.4033289,543261
,377,67419,Sengkang East Rd,Sengkang General Hosp,1.394510564,103.8938828,14,7,172.97787,543261
13480,172,52141,Lor 1 Toa Payoh,Opp Blk 139A,1.336277405,103.8433346,4,-5,84.94883385,310143
,173,52149,Lor 1 Toa Payoh,Blk 139A,1.336404989,103.843574,4,-5,74.06318041,310143
68414,168,17101,Clementi Rd,Blk 352,1.314874732,103.771792,-11,-9,145.5258941,120349
,169,17109,Clementi Rd,Opp Blk 352,1.315527141,103.7721831,-11,-9,134.1308265,120349
,171,17119,Clementi Rd,Opp Blk 343,1.31728447,103.7719327,-11,-9,176.5275708,120349
8233,121,58391,Sembawang Ave,Blk 303,1.444264722,103.8224122,-1,17,47.30994086,750303
79576,153,52021,Braddell Rd,OPP BLK 1004,1.344313138,103.8476609,5,-3,156.7076394,570104
47332,131,44661,Jelapang Rd,Blk 532,1.384475172,103.7649959,-12,5,162.9345387,670503
,132,44669,Jelapang Rd,Opp Blk 532,1.384285766,103.7648975,-12,5,170.9874984,670503
,133,44671,Saujana Rd,Bet Blks 502/503,1.383779602,103.766031,-12,5,63.43241408,670503
,134,44679,Saujana Rd,Opp Blk 502,1.383533778,103.7659952,-12,5,87.12342893,670503
85708,346,61009,Potong Pasir Ave 1,Blk 122,1.335211667,103.8666325,8,-5,173.0210517,350131
,357,61079,Potong Pasir Ave 1,Blk 121,1.335986409,103.8652543,8,-5,178.0639084,350131
38450,482,43731,Bt Batok St 21,Opp Blk 217,1.346303106,103.7542161,-14,-3,179.0182689,650230
,483,43739,Bt Batok St 21,Blk 217,1.346460783,103.7545481,-14,-3,147.8288576,650230
80357,168,17101,Clementi Rd,Blk 352,1.314874732,103.771792,-11,-9,82.19220732,120352
,169,17109,Clementi Rd,Opp Blk 352,1.315527141,103.7721831,-11,-9,166.4913944,120352
65659,182,59111,Yishun Ave 5,Blk 701,1.430163951,103.8288845,1,14,160.8018341,760141
,186,59131,Yishun Ring Rd,Blk 137,1.43192546,103.8296918,1,14,92.30962366,760141
,187,59139,Yishun Ring Rd,Aft Chong Pang CC,1.431407493,103.8295566,1,14,53.64506965,760141
63067,136,44691,Segar Rd,BLK 485,1.388262581,103.7714646,-11,6,188.383105,670480
63183,60,44271,Teck Whye Ave,Bet Blks 13/14,1.378671147,103.7561477,-14,4,56.49835479,680014
,61,44279,Teck Whye Ave,Blk 157,1.379108677,103.7563546,-14,4,102.6164925,680014
2808,96,44489,Choa Chu Kang Ctrl,Blk 220,1.3818253,103.7453077,-16,4,175.341892,680229
78154,141,65341,Punggol Field,Opp Blk 272C,1.40194695,103.900923,15,8,196.1385198,823211
81172,8,82033,Sims Ave,Blk 414,1.317984493,103.8982372,15,-9,14.66728884,400414
,34,82221,Jln Turi,Blk 3A,1.317605117,103.8990071,15,-9,104.0646058,400414
65507,162,52071,Jln Toa Payoh,Trellis Twrs,1.329914169,103.8438184,4,-6,98.00190998,310172
,163,52079,Jln Toa Payoh,Opp Trellis Twrs,1.329314772,103.8438289,4,-6,144.0089185,310172
71836,482,43731,Bt Batok St 21,Opp Blk 217,1.346303106,103.7542161,-14,-3,139.2895551,650220
,483,43739,Bt Batok St 21,Blk 217,1.346460783,103.7545481,-14,-3,111.9829483,650220
56199,333,11049,Queensway,Opp Blessed Sacrament Ch,1.295460937,103.7995255,-5,-13,130.7763565,140023
37001,383,46651,Woodlands Ave 4,Blk 550,1.432980969,103.7945526,-6,14,198.3081727,730526
,384,46659,Woodlands Ave 4,Opp Blk 550,1.432692728,103.794143,-6,14,154.2754725,730526
14906,181,84499,Bedok Reservoir Rd,Blk 140,1.335207792,103.9140158,18,-5,182.3866083,470150
44251,207,66059,Boundary Rd,Blk 257A,1.355531417,103.872123,9,-1,191.7945529,550254
3310,10,70181,Circuit Rd,Blk 36,1.328861771,103.8869172,12,-6,92.8396214,370030
31404,418,11551,Stirling Rd,Tiong Ghee Tp,1.291267031,103.804096,-4,-14,177.8991178,140164
,420,11579,Mei Ling St,Blk 158,1.292564891,103.8030332,-4,-14,129.7313042,140164
8061,418,11551,Stirling Rd,Tiong Ghee Tp,1.291267031,103.804096,-4,-14,115.2231282,140170
,420,11579,Mei Ling St,Blk 158,1.292564891,103.8030332,-4,-14,183.8078513,140170
54222,12,70201,Circuit Rd,OPP MACPHERSON STN EXIT D,1.324611389,103.8888542,13,-7,100.960252,370071
,38,70379,Circuit Link,Opp Macpherson Stn Exit A,1.326042941,103.8893398,13,-7,194.6678973,370071
28115,453,21621,Kang Ching Rd,Blk 354,1.339214998,103.7220593,-21,-4,51.977787,614339
69949,215,84681,Bedok Sth Rd,Blk 163,1.320218344,103.9470593,24,-8,119.0764026,460170
,216,84691,Bedok Sth Rd,Blk 171,1.321118056,103.9459575,24,-8,47.34802572,460170
82634,138,44701,Bt Panjang Ring Rd,Blk 548B,1.389271446,103.7687969,-11,6,47.05536753,674547
,139,44709,Segar Rd,Blk 547C,1.388541894,103.7684297,-11,6,75.11817949,674547
60331,55,22511,Jurong West St 63,Blk 658C,1.337461817,103.7002967,-25,-5,57.98744371,644658
,56,22519,Jurong West St 63,Blk 608,1.337733596,103.6999522,-25,-5,106.2608269,644658
1757,131,44661,Jelapang Rd,Blk 532,1.384475172,103.7649959,-12,5,111.9310465,670526
,132,44669,Jelapang Rd,Opp Blk 532,1.384285766,103.7648975,-12,5,134.9806719,670526
,140,44721,Bt Panjang Ring Rd,Opp Jelapang Stn,1.386791083,103.764919,-12,5,151.5974623,670526
86793,105,65141,Punggol Way,Aft Soo Teck Stn,1.404548056,103.8971639,14,9,162.8225828,821261
,106,65149,Punggol Way,Bef Soo Teck Stn,1.404440466,103.8969248,14,9,170.3037087,821261
87358,346,61009,Potong Pasir Ave 1,Blk 122,1.335211667,103.8666325,8,-5,104.1112054,350128
,357,61079,Potong Pasir Ave 1,Blk 121,1.335986409,103.8652543,8,-5,143.9907957,350128
86175,376,77389,Pasir Ris Dr 8,Opp Blk 525B,1.369597,103.946715,24,2,157.001747,513526
14293,182,59111,Yishun Ave 5,Blk 701,1.430163951,103.8288845,1,14,23.8787933,760701
,183,59119,Yishun Ave 5,Opp Blk 701A,1.43037444,103.8279487,1,14,108.8855762,760701
,187,59139,Yishun Ring Rd,Aft Chong Pang CC,1.431407493,103.8295566,1,14,180.0631948,760701
75267,117,58371,Sembawang Cres,Bet Blks 325/326,1.444490096,103.8190895,-1,17,138.1686836,750324
,118,58379,Sembawang Cres,Opp Blk 325,1.444285741,103.8190051,-1,17,132.3491297,750324
85116,105,65141,Punggol Way,Aft Soo Teck Stn,1.404548056,103.8971639,14,9,141.9969372,823261
,106,65149,Punggol Way,Bef Soo Teck Stn,1.404440466,103.8969248,14,9,140.6210679,823261
40873,114,50231,Balestier Rd,Northlight Sch,1.318724722,103.8549258,6,-8,132.7620802,320124
,115,50239,Balestier Rd,S'pore Indian Assn,1.318301,103.8552335,6,-8,92.02632284,320124
,124,50331,Mcnair Rd,Blk 122,1.318629193,103.8572788,6,-8,138.6991873,320124
37215,182,59111,Yishun Ave 5,Blk 701,1.430163951,103.8288845,1,14,143.9959717,760706
,183,59119,Yishun Ave 5,Opp Blk 701A,1.43037444,103.8279487,1,14,198.4038601,760706
,219,59301,Yishun Ring Rd,Blk 731,1.428574385,103.8305483,1,14,184.8401458,760706
826,217,84701,Kaki Bt Ave 1,Blk 151,1.336013044,103.9121421,17,-5,79.11539793,470148
,218,84709,Kaki Bt Ave 1,Opp Blk 150,1.33644333,103.9124251,17,-5,135.3064562,470148
45909,419,46861,Woodlands Ring Rd,Opp Blk 624B,1.435155786,103.7999834,-5,15,176.9683122,730629
,420,46869,Woodlands Ring Rd,Blk 628A,1.435076718,103.8005455,-5,15,128.1337817,730629
,482,47551,Woodlands Ave 6,Blk 630,1.434726238,103.8018876,-5,15,101.2009903,730629
,483,47559,Woodlands Ave 6,Opp Blk 630,1.434612545,103.8020456,-5,15,108.1822773,730629
25824,288,53251,Bishan St 11,BLK 125,1.346788295,103.8519982,5,-3,173.8642424,570123
,289,53259,Bishan St 11,Opp Blk 125,1.347115959,103.8519958,5,-3,184.0897794,570123
,318,53401,Bishan St 12,Guangyang Sec Sch,1.345416667,103.8504889,5,-3,118.8698593,570123
,319,53409,Bishan St 12,Blk 131,1.345346097,103.8512681,5,-3,155.1344641,570123
,320,53419,Bishan St 12,Opp Guangyang Pr Sch,1.346399965,103.8498088,5,-3,73.05272602,570123
50441,321,67131,Rivervale Dr,Bakau Stn/Blk 122F,1.387678056,103.9052739,16,5,81.59513375,544122
,322,67139,Rivervale Dr,Nth Spring Pr Sch,1.387157147,103.9041758,16,5,171.8758988,544122
,396,67511,Sengkang East Dr,Blk 121E,1.386030416,103.9062452,16,5,131.7319551,544122
,397,67519,Sengkang East Dr,Opp Blk 121E,1.385653333,103.9062883,16,5,172.0038992,544122
,400,67531,Sengkang East Way,Blk 158C,1.387868072,103.9067669,16,5,144.117474,544122
,401,67539,Sengkang East Way,Blk 122C,1.387720204,103.9066129,16,5,120.6533604,544122
42889,93,65041,Punggol Rd,Blk 231,1.389844124,103.9016227,15,6,105.9345657,540127
,94,65049,Punggol Rd,Blk 126A,1.389935,103.9018717,15,6,82.36527135,540127
,317,67111,Sengkang East Way,Chij St. Joseph'S Convent,1.391053694,103.9023725,15,6,54.03238307,540127
30353,141,65341,Punggol Field,Opp Blk 272C,1.40194695,103.900923,15,8,76.18361844,824273
,142,65349,Punggol Field,Blk 272C,1.402220886,103.9007796,15,8,66.40675465,824273
81456,119,5012,Eu Tong Sen St,Bef Pearl'S Hill Terr,1.281545833,103.8408772,3,-16,162.052828,80334
,121,5019,New Bridge Rd,Aft Duxton Plain Pk,1.281183889,103.84105,3,-16,150.242697,80334
,134,5241,Kreta Ayer Rd,Opp Blk 333,1.280719882,103.8422749,3,-16,98.63756288,80334
4697,13,22241,Jurong West St 62,Opp Blk 622,1.340122707,103.6993839,-25,-4,185.8681552,640605
,59,22531,Jurong West St 61,Opp Jurong West Pr Sch,1.339226733,103.6981438,-25,-4,179.2994058,640605
,60,22539,Jurong West St 61,Jurong West Pr Sch,1.339195237,103.6983868,-25,-4,154.2196791,640605
87179,333,11049,Queensway,Opp Blessed Sacrament Ch,1.295460937,103.7995255,-5,-13,163.7556627,141023
87365,48,44211,Petir Rd,Blk 127,1.376100158,103.7692182,-11,3,186.3639901,670144
,49,44219,Petir Rd,Bet Blks 139/140,1.375783333,103.7693522,-11,3,198.5811245,670144
56192,338,11071,Queensway,Blk 97,1.306213056,103.8017094,-5,-11,57.28497147,140096
,339,11079,Queensway,Opp Blk 95,1.305441389,103.8018525,-5,-11,110.8356752,140096
,400,11439,C'wealth Dr,Blk 92,1.306064722,103.8002978,-5,-11,100.454131,140096
75722,404,67551,Sengkang West Way,Blk 471A,1.396005293,103.8792729,11,7,192.2855553,794430
71595,224,76069,Tampines Ave 5,Blk 147,1.348753421,103.9420863,23,-2,87.10133094,520940
54482,59,71111,Ubi Ave 1,Blk 343,1.326705275,103.900587,15,-7,176.554817,400338
46869,153,52021,Braddell Rd,OPP BLK 1004,1.344313138,103.8476609,5,-3,151.5982806,570103
,320,53419,Bishan St 12,Opp Guangyang Pr Sch,1.346399965,103.8498088,5,-3,192.9410266,570103
40649,51,22491,Jurong West St 64,Blk 662D,1.336702,103.705146,-24,-5,198.2729884,642662
,52,22499,Jurong West St 64,Opp Blk 662C,1.337187,103.704805,-24,-5,158.3600798,642662
,53,22501,Jurong West St 63,Blk 662A,1.337691991,103.7029713,-24,-5,87.82537035,642662
,54,22509,Jurong West St 63,Blk 664C,1.337994051,103.7032349,-24,-5,109.5055549,642662
74373,141,65341,Punggol Field,Opp Blk 272C,1.40194695,103.900923,15,8,140.7608455,822211
,142,65349,Punggol Field,Blk 272C,1.402220886,103.9007796,15,8,150.6497582,822211
6787,141,65341,Punggol Field,Opp Blk 272C,1.40194695,103.900923,15,8,188.9812134,823274
,142,65349,Punggol Field,Blk 272C,1.402220886,103.9007796,15,8,178.5376901,823274
42379,322,67139,Rivervale Dr,Nth Spring Pr Sch,1.387157147,103.9041758,16,5,192.2304891,543124
25127,180,84491,Bedok Reservoir Rd,Blk 629,1.334639467,103.9141394,18,-5,100.4428577,470628
,181,84499,Bedok Reservoir Rd,Blk 140,1.335207792,103.9140158,18,-5,115.2751801,470628
70353,57,71101,Ubi Ave 1,Blk 318,1.328306944,103.9028372,16,-6,151.7631947,400324
,58,71109,Ubi Ave 1,Maha Bodhi Sch,1.328318284,103.9025662,16,-6,181.8640219,400324
,87,72019,Jln Eunos,Opp Blk 322,1.328846284,103.9054651,16,-6,152.7584896,400324
76159,422,43401,Bt Batok West Ave 3,Bt Batok Polyclinic,1.352264988,103.7468164,-16,-2,149.2289771,650128
,423,43409,Bt Batok West Ave 3,Opp Blk 127,1.35235542,103.7462359,-16,-2,102.4019499,650128
46679,180,84491,Bedok Reservoir Rd,Blk 629,1.334639467,103.9141394,18,-5,48.21637876,470629
,181,84499,Bedok Reservoir Rd,Blk 140,1.335207792,103.9140158,18,-5,104.6955796,470629
36910,0,47651,Woodlands Dr 73,Blk 684B,1.441697109,103.8052552,-4,16,124.6326911,733687
,1,47659,Woodlands Dr 73,Blk 685A,1.441463499,103.8054591,-4,16,108.3878986,733687
33908,343,67249,Compassvale Rd,Blk 259C,1.393765715,103.8985042,15,7,169.8820202,540251
,344,67251,Compassvale St,Compassvale Stn Exit A,1.394428622,103.9003122,15,7,94.15680499,540251
,345,67259,Compassvale St,Compassvale Stn Exit B,1.394653861,103.9004624,15,7,123.5128416,540251
26441,147,44801,Senja Rd,Opp Blk 628,1.385035109,103.7590834,-13,5,197.9421693,670630
,148,44809,Senja Rd,Blk 628,1.385000837,103.7597843,-13,5,187.0168776,670630
,149,44811,Senja Rd,West Spring Sec Sch,1.387154726,103.7602083,-13,5,72.12179244,670630
,150,44819,Senja Rd,Opp West Spring Sec Sch,1.387075394,103.7600479,-13,5,53.87332363,670630
,156,44861,Senja Rd,BLK 636A,1.38669201,103.7587731,-13,5,109.4237866,670630
,157,44869,Senja Rd,Bef Blk 629A Cp,1.38658739,103.7588623,-13,5,100.1204552,670630
80193,376,67411,Sengkang East Rd,Opp Sengkang General Hosp,1.394956244,103.8943683,14,7,90.84951147,541262
,377,67419,Sengkang East Rd,Sengkang General Hosp,1.394510564,103.8938828,14,7,163.9501427,541262
,378,67421,Anchorvale St,Cheng Lim Stn Exit B,1.396166925,103.8937672,14,7,147.5947666,541262
,379,67429,Anchorvale St,Cheng Lim Stn Exit A,1.396373407,103.8938175,14,7,155.1467496,541262
,411,67599,Sengkang East Rd,Opp Blk 293D,1.397200437,103.8949066,14,7,184.1924619,541262
62998,67,44311,Bangkit Rd,Opp Blk 253,1.379304102,103.7743492,-10,4,78.97345189,670252
,69,44329,Bt Panjang Ring Rd,Bangkit Stn,1.380215011,103.7725763,-10,4,167.0517833,670252
76411,404,67551,Sengkang West Way,Blk 471A,1.396005293,103.8792729,11,7,191.8365578,793430
50844,330,67181,Compassvale Rd,Blk 240,1.39101786,103.8977802,15,6,151.799251,540237
76252,13,70211,Pipit Rd,Blk 90,1.323621667,103.8869617,12,-7,189.0854065,370051
,14,70221,Circuit Rd,Blk 79 FC,1.326208092,103.885121,12,-7,192.3551238,370051
23985,174,52151,Lor 1 Toa Payoh,Blk 131,1.338340014,103.8436571,4,-4,142.7193235,310119
,177,52169,Lor 1 Toa Payoh,Blk 117,1.340131833,103.8446598,4,-4,113.5494947,310119
73276,60,44271,Teck Whye Ave,Bet Blks 13/14,1.378671147,103.7561477,-14,4,164.611697,680015
,61,44279,Teck Whye Ave,Blk 157,1.379108677,103.7563546,-14,4,179.386121,680015
,84,44411,Teck Whye Lane,Blk 108,1.378525556,103.75323,-14,4,180.5537205,680015
,86,44439,Teck Whye Lane,Blk 9,1.37983733,103.754295,-14,4,92.3445594,680015
52886,475,47509,Woodlands Dr 16,BLK 583,1.430331111,103.7948411,-6,14,198.3132757,730578
,476,47511,Woodlands Dr 16,Blk 554,1.431903546,103.7964478,-6,14,51.60249213,730578
13919,488,47581,Woodlands Ave 5,Opp Blk 521,1.43464495,103.7935267,-6,15,102.1911233,730522
,489,47589,Woodlands Ave 5,Blk 519A CP,1.434791069,103.7925444,-6,15,185.7523726,730522
